=== 语义排序结果体验 ===
算法: sorted_pure_hamming_opt_2000.txt
单词总数: 2000
【核心性能与质量指标】
- 排序计算耗时: 259.830 ms
- 平均相邻汉明距离: 589.99 (指标越低，相邻单词的语义过渡越连贯越好)
- 最大相邻汉明距离: 903 (指标越低，说明没有突兀的语义“大跳转”)
- 汉明距离 > 128 突变个数: 1997
--------------------------------------------------

00001. handshake          (起点)
00638. devour             (相邻汉明距离: 597)
00639. devout             (相邻汉明距离: 599)
00640. devise             (相邻汉明距离: 664)
00641. device element     (相邻汉明距离: 754)
00642. device name        (相邻汉明距离: 518)
00643. conversion device  (相邻汉明距离: 678)
00644. conversion tables  (相邻汉明距离: 505)
00645. conversion rate    (相邻汉明距离: 538)
00646. convert            (相邻汉明距离: 514)
00647. debt conversion    (相邻汉明距离: 689)
00648. debt financing     (相邻汉明距离: 659)
00649. debt-ridden        (相邻汉明距离: 652)
00650. indebted           (相邻汉明距离: 541)
00651. debenture          (相邻汉明距离: 592)
00652. debility           (相邻汉明距离: 675)
00653. debilitate         (相邻汉明距离: 442)
00654. debilitating       (相邻汉明距离: 411)
00655. deadened           (相邻汉明距离: 575)
00656. deafen             (相邻汉明距离: 525)
00657. deafness           (相邻汉明距离: 424)
00658. deaf-and-dumb      (相邻汉明距离: 512)
00659. deftly             (相邻汉明距离: 675)
00660. defy               (相邻汉明距离: 586)
00661. deflection         (相邻汉明距离: 530)
00662. deformation        (相邻汉明距离: 567)
00663. deformed           (相邻汉明距离: 397)
00664. declarative        (相邻汉明距离: 654)
00665. declared           (相邻汉明距离: 599)
00666. declare statement  (相邻汉明距离: 549)
00667. declarator         (相邻汉明距离: 601)
00668. decorator          (相邻汉明距离: 685)
00669. correlator         (相邻汉明距离: 635)
00670. correspondent      (相邻汉明距离: 628)
00671. corresponding account (相邻汉明距离: 623)
00672. current account    (相邻汉明距离: 540)
00673. credit account     (相邻汉明距离: 504)
00674. contra account     (相邻汉明距离: 535)
00675. contra-revenue account (相邻汉明距离: 553)
00676. counter purchase   (相邻汉明距离: 654)
00677. count against      (相邻汉明距离: 455)
00678. count among        (相邻汉明距离: 413)
00679. count as           (相邻汉明距离: 375)
00680. count for          (相邻汉明距离: 379)
00681. count out          (相邻汉明距离: 394)
00682. count down         (相邻汉明距离: 485)
00683. countable          (相邻汉明距离: 588)
00684. countless          (相邻汉明距离: 522)
00685. contumelious       (相邻汉明距离: 688)
00686. contumacious       (相邻汉明距离: 247)
00687. contumacy          (相邻汉明距离: 282)
00688. contumely          (相邻汉明距离: 318)
00689. contemptuous       (相邻汉明距离: 544)
00690. contemptuously     (相邻汉明距离: 241)
00691. in contempt of     (相邻汉明距离: 595)
00692. contemplate        (相邻汉明距离: 652)
00693. consider           (相邻汉明距离: 528)
00694. considering        (相邻汉明距离: 403)
00695. considered         (相邻汉明距离: 358)
00696. considerateness's  (相邻汉明距离: 533)
00697. consider... as     (相邻汉明距离: 592)
00698. consult... about... (相邻汉明距离: 658)
00699. consult with       (相邻汉明距离: 479)
00700. consular           (相邻汉明距离: 602)
00701. congressional      (相邻汉明距离: 622)
00702. conversational     (相邻汉明距离: 635)
00703. conversation       (相邻汉明距离: 489)
00704. conversation piece (相邻汉明距离: 561)
00705. chest piece        (相邻汉明距离: 703)
00706. chestnut           (相邻汉明距离: 625)
00707. cherry             (相邻汉明距离: 590)
00708. cherry-tree-chopping (相邻汉明距离: 427)
00709. chopping board     (相邻汉明距离: 568)
00710. chop at            (相邻汉明距离: 524)
00711. chopstick          (相邻汉明距离: 529)
00712. chomp              (相邻汉明距离: 593)
00713. chunk              (相邻汉明距离: 606)
00714. charger            (相邻汉明距离: 601)
00715. charge             (相邻汉明距离: 453)
00716. chargeable         (相邻汉明距离: 477)
00717. charge someone with (相邻汉明距离: 443)
00718. charge... to...    (相邻汉明距离: 490)
00719. catch up (on)      (相邻汉明距离: 712)
00720. catch up           (相邻汉明距离: 304)
00721. check up on        (相邻汉明距离: 644)
00722. check up           (相邻汉明距离: 184)
00723. check-up           (相邻汉明距离: 202)
00724. check out          (相邻汉明距离: 467)
00725. check-out          (相邻汉明距离: 404)
00726. check-in           (相邻汉明距离: 433)
00727. check-in clerk     (相邻汉明距离: 517)
00728. chequer            (相邻汉明距离: 731)
00729. cheque             (相邻汉明距离: 348)
00730. cheque book        (相邻汉明距离: 408)
00731. chequebook         (相邻汉明距离: 305)
00732. checkbook          (相邻汉明距离: 373)
00733. check and balance  (相邻汉明距离: 474)
00734. crosscheck         (相邻汉明距离: 531)
00735. check a list       (相邻汉明距离: 646)
00736. check book         (相邻汉明距离: 705)
00737. coursebook         (相邻汉明距离: 685)
00738. course             (相邻汉明距离: 627)
00739. grad               (相邻汉明距离: 550)
00740. Grade              (相邻汉明距离: 414)
00741. difficulty         (相邻汉明距离: 645)
00742. confusing          (相邻汉明距离: 625)
00743. chaos and confusion (相邻汉明距离: 619)
00744. havoc              (相邻汉明距离: 690)
00745. Horr               (相邻汉明距离: 638)
00746. horde              (相邻汉明距离: 572)
00747. horseman           (相邻汉明距离: 604)
00748. horseplay          (相邻汉明距离: 589)
00749. mount the horse    (相邻汉明距离: 634)
00750. mount the bicycle  (相邻汉明距离: 491)
00751. cyclist            (相邻汉明距离: 640)
00752. cyclical           (相邻汉明距离: 603)
00753. cypress            (相邻汉明距离: 622)
00754. cps                (相邻汉明距离: 588)
00755. core               (相邻汉明距离: 584)
00756. core load          (相邻汉明距离: 536)
00757. crate              (相邻汉明距离: 653)
00758. configure          (相邻汉明距离: 589)
00759. install            (相邻汉明距离: 549)
00760. installer          (相邻汉明距离: 274)
00761. develop            (相邻汉明距离: 608)
00762. developer          (相邻汉明距离: 401)
00763. compiler           (相邻汉明距离: 561)
00764. compilation        (相邻汉明距离: 527)
00765. construction       (相邻汉明距离: 728)
00766. constructing       (相邻汉明距离: 534)
00767. constructively     (相邻汉明距离: 451)
00768. constructor        (相邻汉明距离: 590)
00769. contract           (相邻汉明距离: 607)
00770. contract for purchase (相邻汉明距离: 536)
00771. contract for service (相邻汉明距离: 498)
00772. contract of service (相邻汉明距离: 253)
00773. contract curve     (相邻汉明距离: 739)
00774. curve              (相邻汉明距离: 717)
00775. curvy              (相邻汉明距离: 465)
00776. curvaceous         (相邻汉明距离: 403)
00777. curb               (相邻汉明距离: 574)
00778. curt               (相邻汉明距离: 474)
00779. curtains           (相邻汉明距离: 530)
00780. curtain            (相邻汉明距离: 298)
00781. curfew             (相邻汉明距离: 636)
00782. cursed             (相邻汉明距离: 599)
00783. curdle             (相邻汉明距离: 580)
00784. curler             (相邻汉明距离: 607)
00785. curl up            (相邻汉明距离: 537)
00786. crawl to           (相邻汉明距离: 600)
00787. crawl with         (相邻汉明距离: 325)
00788. crape              (相邻汉明距离: 624)
00789. cramp              (相邻汉明距离: 591)
00790. cramped            (相邻汉明距离: 470)
00791. craving            (相邻汉明距离: 637)
00792. crab               (相邻汉明距离: 661)
00793. crawfish           (相邻汉明距离: 499)
00794. crustacean         (相邻汉明距离: 518)
00795. scorpion           (相邻汉明距离: 681)
00796. cutthroat          (相邻汉明距离: 657)
00797. cut corners        (相邻汉明距离: 664)
00798. cut a fine figure  (相邻汉明距离: 658)
00799. cut a sorry figure (相邻汉明距离: 470)
00800. cut a fart         (相邻汉明距离: 595)
00801. cut back on        (相邻汉明距离: 613)
00802. cut back (on)      (相邻汉明距离: 278)
00803. cut the knot       (相邻汉明距离: 544)
00804. cut into           (相邻汉明距离: 526)
00805. cut sth in half    (相邻汉明距离: 526)
00806. cut across sth     (相邻汉明距离: 558)
00807. cut away           (相邻汉明距离: 466)
00808. crew cut           (相邻汉明距离: 554)
00809. cut mode           (相邻汉明距离: 606)
00810. culling            (相邻汉明距离: 689)
00811. cultivation        (相邻汉明距离: 675)
00812. cultivated         (相邻汉明距离: 365)
00813. cultivate          (相邻汉明距离: 344)
00814. cultivator         (相邻汉明距离: 550)
00815. cornfield          (相邻汉明距离: 684)
00816. cornstalk          (相邻汉明距离: 473)
00817. cornet             (相邻汉明距离: 629)
00818. coronet            (相邻汉明距离: 585)
00819. coroner            (相邻汉明距离: 528)
00820. croon              (相邻汉明距离: 688)
00821. crook              (相邻汉明距离: 584)
00822. crooked            (相邻汉明距离: 430)
00823. draconian          (相邻汉明距离: 665)
00824. dragoon            (相邻汉明距离: 609)
00825. drag on            (相邻汉明距离: 536)
00826. drag image         (相邻汉明距离: 478)
00827. drag and drop      (相邻汉明距离: 370)
00828. drabness           (相邻汉明距离: 691)
00829. dark-blue          (相邻汉明距离: 662)
00830. dark brown         (相邻汉明距离: 442)
00831. dark-haired        (相邻汉明距离: 506)
00832. hair style         (相邻汉明距离: 628)
00833. handsome           (相邻汉明距离: 743)
00834. healthy            (相邻汉明距离: 628)
00835. current            (相邻汉明距离: 625)
00836. right now          (相邻汉明距离: 480)
00837. daytime            (相邻汉明距离: 642)
00838. day by day         (相邻汉明距离: 548)
00839. day after day      (相邻汉明距离: 403)
00840. day in day out     (相邻汉明距离: 448)
00841. day and night      (相邻汉明距离: 522)
00842. dawn upon          (相邻汉明距离: 685)
00843. dawn up on         (相邻汉明距离: 356)
00844. dappled            (相邻汉明距离: 686)
00845. dapper             (相邻汉明距离: 532)
00846. dastard            (相邻汉明距离: 586)
00847. daubster           (相邻汉明距离: 560)
00848. dabbe              (相邻汉明距离: 646)
00849. dank               (相邻汉明距离: 665)
00850. daunting           (相邻汉明距离: 659)
00851. distantly          (相邻汉明距离: 646)
00852. dilute             (相邻汉明距离: 657)
00853. dilatory           (相邻汉明距离: 567)
00854. dilapidated        (相邻汉明距离: 553)
00855. dilapidation       (相邻汉明距离: 272)
00856. demolish           (相邻汉明距离: 611)
00857. demolition         (相邻汉明距离: 344)
00858. demobilize         (相邻汉明距离: 616)
00859. demodulate         (相邻汉明距离: 601)
00860. democratize        (相邻汉明距离: 646)
00861. demographics       (相邻汉明距离: 684)
00862. demand for         (相邻汉明距离: 730)
00863. demand to do       (相邻汉明距离: 408)
00864. draft on demand    (相邻汉明距离: 610)
00865. draft at 30 days sight (相邻汉明距离: 529)
00866. inactive           (相邻汉明距离: 726)
00867. ignore             (相邻汉明距离: 520)
00868. inclusive          (相邻汉明距离: 545)
00869. input              (相邻汉明距离: 525)
00870. indent             (相邻汉明距离: 556)
00871. indicate           (相邻汉明距离: 574)
00872. denote             (相邻汉明距离: 612)
00873. connote            (相邻汉明距离: 589)
00874. connotation        (相邻汉明距离: 383)
00875. consonance         (相邻汉明距离: 655)
00876. consonant          (相邻汉明距离: 405)
00877. consecutive        (相邻汉明距离: 673)
00878. consequent         (相邻汉明距离: 519)
00879. consequently       (相邻汉明距离: 369)
00880. result from        (相邻汉明距离: 578)
00881. resulting          (相邻汉明距离: 358)
00882. resultant          (相邻汉明距离: 393)
00883. conclusion         (相邻汉明距离: 643)
00884. conclude           (相邻汉明距离: 387)
00885. conclusively       (相邻汉明距离: 380)
00886. conducive          (相邻汉明距离: 590)
00887. conduct oneself    (相邻汉明距离: 585)
00888. condole with       (相邻汉明距离: 676)
00889. condolence         (相邻汉明距离: 376)
00890. condor             (相邻汉明距离: 606)
00891. condenser          (相邻汉明距离: 551)
00892. condom             (相邻汉明距离: 617)
00893. contraceptive      (相邻汉明距离: 588)
00894. conception         (相邻汉明距离: 681)
00895. conceive of        (相邻汉明距离: 478)
00896. conspectus         (相邻汉明距离: 606)
00897. glimpse            (相邻汉明距离: 653)
00898. glowingly          (相邻汉明距离: 622)
00899. glamourous         (相邻汉明距离: 574)
00900. extravagant        (相邻汉明距离: 706)
00901. oversize           (相邻汉明距离: 644)
00902. overstrain         (相邻汉明距离: 610)
00903. overexcited        (相邻汉明距离: 596)
00904. exhaustion         (相邻汉明距离: 644)
00905. indulgence         (相邻汉明距离: 665)
00906. indignity          (相邻汉明距离: 635)
00907. dignity            (相邻汉明距离: 488)
00908. honour             (相邻汉明距离: 670)
00909. Hugo               (相邻汉明距离: 636)
00910. Homer              (相邻汉明距离: 615)
00911. Hercules           (相邻汉明距离: 568)
00912. Heroes             (相邻汉明距离: 555)
00913. Hades              (相邻汉明距离: 674)
00914. Faust              (相邻汉明距离: 647)
00915. haunted            (相邻汉明距离: 695)
00916. Halloween          (相邻汉明距离: 611)
00917. Happy Birthday     (相邻汉明距离: 704)
00918. Happy Birthday!    (相邻汉明距离: 264)
00919. Good morning!      (相邻汉明距离: 629)
00920. Good afternoon!    (相邻汉明距离: 422)
00921. Good afternoon     (相邻汉明距离: 214)
00922. in good condition  (相邻汉明距离: 701)
00923. do... good         (相邻汉明距离: 581)
00924. How do you do.     (相邻汉明距离: 633)
00925. trick ... into doing something (相邻汉明距离: 682)
00926. take ... into      (相邻汉明距离: 652)
00927. change into        (相邻汉明距离: 652)
00928. change... into...  (相邻汉明距离: 461)
00929. change...into      (相邻汉明距离: 217)
00930. change??nto        (相邻汉明距离: 481)
00931. change the subject (相邻汉明距离: 696)
00932. change icon        (相邻汉明距离: 677)
00933. current icon       (相邻汉明距离: 423)
00934. down arrow         (相邻汉明距离: 706)
00935. descend to         (相邻汉明距离: 653)
00936. descend on         (相邻汉明距离: 350)
00937. descend upon       (相邻汉明距离: 302)
00938. come down (hard) on (相邻汉明距离: 554)
00939. come down to earth (相邻汉明距离: 580)
00940. come down in the world (相邻汉明距离: 478)
00941. down the street    (相邻汉明距离: 592)
00942. down-and-out       (相邻汉明距离: 649)
00943. down in the dumps  (相邻汉明距离: 563)
00944. fasten down        (相邻汉明距离: 681)
00945. fastest            (相邻汉明距离: 623)
00946. hasty              (相邻汉明距离: 659)
00947. hardly             (相邻汉明距离: 669)
00948. hardy              (相邻汉明距离: 516)
00949. hard-line          (相邻汉明距离: 541)
00950. rigorous           (相邻汉明距离: 648)
00951. diligently         (相邻汉明距离: 606)
00952. deliberately       (相邻汉明距离: 598)
00953. deliberate         (相邻汉明距离: 261)
00954. deliberation       (相邻汉明距离: 436)
00955. debate             (相邻汉明距离: 632)
00956. debate on          (相邻汉明距离: 276)
00957. debatable          (相邻汉明距离: 475)
00958. controversially    (相邻汉明距离: 636)
00959. contentious        (相邻汉明距离: 483)
00960. contender          (相邻汉明距离: 611)
00961. contestant         (相邻汉明距离: 470)
00962. contralto          (相邻汉明距离: 704)
00963. chord              (相邻汉明距离: 698)
00964. cordon             (相邻汉明距离: 599)
00965. corder             (相邻汉明距离: 562)
00966. cose               (相邻汉明距离: 636)
00967. cosine             (相邻汉明距离: 533)
00968. cosmology          (相邻汉明距离: 677)
00969. cosmic             (相邻汉明距离: 583)
00970. cosmos             (相邻汉明距离: 484)
00971. cosmonaut          (相邻汉明距离: 607)
00972. conquistador       (相邻汉明距离: 696)
00973. crusader           (相邻汉明距离: 673)
00974. cruiser            (相邻汉明距离: 585)
00975. cruise control     (相邻汉明距离: 607)
00976. control key        (相邻汉明距离: 679)
00977. cursor control keys (相邻汉明距离: 580)
00978. cursor keys        (相邻汉明距离: 451)
00979. cursor home        (相邻汉明距离: 536)
00980. cursor             (相邻汉明距离: 476)
00981. curl               (相邻汉明距离: 595)
00982. retrieve           (相邻汉明距离: 645)
00983. reveal             (相邻汉明距离: 511)
00984. covering           (相邻汉明距离: 542)
00985. coverage           (相邻汉明距离: 365)
00986. cost               (相邻汉明距离: 627)
00987. check price        (相邻汉明距离: 601)
00988. cost of purchase   (相邻汉明距离: 606)
00989. cost variance      (相邻汉明距离: 725)
00990. cost-volume-profit analysis (相邻汉明距离: 633)
00991. common-size analysis (相邻汉明距离: 714)
00992. in the final analysis (相邻汉明距离: 698)
00993. Last but not least. (相邻汉明距离: 671)
00994. hindmost           (相邻汉明距离: 623)
00995. HIN                (相邻汉明距离: 651)
00996. Hanshin            (相邻汉明距离: 597)
00997. Hongkong           (相邻汉明距离: 586)
00998. city               (相邻汉明距离: 539)
00999. country            (相邻汉明距离: 512)
01000. Great Britain      (相邻汉明距离: 534)
01001. Holland            (相邻汉明距离: 549)
01002. Greenland          (相邻汉明距离: 584)
01003. Alaska             (相邻汉明距离: 510)
01004. Hawaii             (相邻汉明距离: 428)
01005. continental        (相邻汉明距离: 560)
01006. continent          (相邻汉明距离: 391)
01007. Haiti              (相邻汉明距离: 519)
01008. Honduras           (相邻汉明距离: 410)
01009. Havana             (相邻汉明距离: 532)
01010. Helsinki           (相邻汉明距离: 571)
01011. Finland            (相邻汉明距离: 541)
01012. Finnish            (相邻汉明距离: 449)
01013. Irish              (相邻汉明距离: 624)
01014. Iranian            (相邻汉明距离: 584)
01015. Iraq               (相邻汉明距离: 548)
01016. Afghanistan        (相邻汉明距离: 545)
01017. Korea              (相邻汉明距离: 613)
01018. Hungary            (相邻汉明距离: 619)
01019. Europe*            (相邻汉明距离: 607)
01020. chrome             (相邻汉明距离: 709)
01021. chromium           (相邻汉明距离: 549)
01022. cray               (相邻汉明距离: 642)
01023. crayon             (相邻汉明距离: 492)
01024. crane              (相邻汉明距离: 631)
01025. crater             (相邻汉明距离: 592)
01026. crystalline        (相邻汉明距离: 672)
01027. crystallize        (相邻汉明距离: 376)
01028. crystal ball       (相邻汉明距离: 640)
01029. curve ball         (相邻汉明距离: 635)
01030. cupola             (相邻汉明距离: 760)
01031. cupful             (相邻汉明距离: 499)
01032. cupboard           (相邻汉明距离: 621)
01033. cupcake            (相邻汉明距离: 635)
01034. croissant          (相邻汉明距离: 642)
01035. crisps             (相邻汉明距离: 684)
01036. frizzle            (相邻汉明距离: 693)
01037. fluster            (相邻汉明距离: 629)
01038. flown              (相邻汉明距离: 668)
01039. fluidity           (相邻汉明距离: 574)
01040. fluidics           (相邻汉明距离: 516)
01041. flooding           (相邻汉明距离: 699)
01042. fallout            (相邻汉明距离: 675)
01043. fall in            (相邻汉明距离: 637)
01044. fall ill           (相邻汉明距离: 630)
01045. fall ill with      (相邻汉明距离: 225)
01046. sickness           (相邻汉明距离: 634)
01047. dysfunction        (相邻汉明距离: 702)
01048. deficit            (相邻汉明距离: 706)
01049. definite           (相邻汉明距离: 616)
01050. definitely         (相邻汉明距离: 351)
01051. indefinitely       (相邻汉明距离: 454)
01052. indeterminable     (相邻汉明距离: 539)
01053. indisputable       (相邻汉明距离: 529)
01054. inhospitable       (相邻汉明距离: 642)
01055. hostile            (相邻汉明距离: 436)
01056. a host of          (相邻汉明距离: 582)
01057. HOSP               (相邻汉明距离: 676)
01058. HEA                (相邻汉明距离: 634)
01059. HMA                (相邻汉明距离: 574)
01060. Hartman            (相邻汉明距离: 652)
01061. Harris             (相邻汉明距离: 590)
01062. Harry S. Truman    (相邻汉明距离: 614)
01063. Abraham Lincoln    (相邻汉明距离: 525)
01064. Albert Einstein    (相邻汉明距离: 595)
01065. Alfred Nobel       (相邻汉明距离: 535)
01066. Henri Dunant       (相邻汉明距离: 603)
01067. Geneva             (相邻汉明距离: 635)
01068. Warsaw             (相邻汉明距离: 547)
01069. Florence           (相邻汉明距离: 654)
01070. Olympus            (相邻汉明距离: 684)
01071. expo               (相邻汉明距离: 624)
01072. exist              (相邻汉明距离: 588)
01073. infinity           (相邻汉明距离: 571)
01074. infinitude         (相邻汉明距离: 508)
01075. immensity          (相邻汉明距离: 616)
01076. immense            (相邻汉明距离: 358)
01077. imbue              (相邻汉明距离: 669)
01078. immunize           (相邻汉明距离: 621)
01079. immunity           (相邻汉明距离: 529)
01080. convalescent       (相邻汉明距离: 715)
01081. convalescence      (相邻汉明距离: 360)
01082. convulsion         (相邻汉明距离: 633)
01083. convulsive         (相邻汉明距离: 333)
01084. concussion         (相邻汉明距离: 638)
01085. contuse            (相邻汉明距离: 548)
01086. contusion          (相邻汉明距离: 472)
01087. hemorrhage         (相邻汉明距离: 661)
01088. headache           (相邻汉明距离: 675)
01089. headquarters       (相邻汉明距离: 689)
01090. huddle             (相邻汉明距离: 724)
01091. happiness          (相邻汉明距离: 676)
01092. hilarious          (相邻汉明距离: 609)
01093. delightful         (相邻汉明距离: 644)
01094. delightfully       (相邻汉明距离: 215)
01095. delight in sth.    (相邻汉明距离: 394)
01096. delight in         (相邻汉明距离: 320)
01097. delight            (相邻汉明距离: 179)
01098. delicious          (相邻汉明距离: 527)
01099. delicatessen       (相邻汉明距离: 498)
01100. deliquesce         (相邻汉明距离: 587)
01101. deliquescent       (相邻汉明距离: 210)
01102. desiccate          (相邻汉明距离: 573)
01103. desalinize         (相邻汉明距离: 613)
01104. desalinate         (相邻汉明距离: 291)
01105. desalination       (相邻汉明距离: 301)
01106. desertification    (相邻汉明距离: 641)
01107. deserted           (相邻汉明距离: 569)
01108. derelict           (相邻汉明距离: 607)
01109. relics             (相邻汉明距离: 621)
01110. chalice            (相邻汉明距离: 653)
01111. chanticleer        (相邻汉明距离: 614)
01112. Scratch            (相邻汉明距离: 670)
01113. sweep the ﬂoor     (相邻汉明距离: 698)
01114. rough up           (相邻汉明距离: 723)
01115. rough luck         (相邻汉明距离: 561)
01116. guesswork          (相邻汉明距离: 679)
01117. hypothesize        (相邻汉明距离: 729)
01118. hypnotize          (相邻汉明距离: 597)
01119. harmonize          (相邻汉明距离: 668)
01120. gormandizer        (相邻汉明距离: 688)
01121. gemma              (相邻汉明距离: 668)
01122. rime               (相邻汉明距离: 679)
01123. mien               (相邻汉明距离: 662)
01124. I m                (相邻汉明距离: 673)
01125. I'm...             (相邻汉明距离: 524)
01126. I'm afraid...      (相邻汉明距离: 622)
01127. for fear           (相邻汉明距离: 572)
01128. for fear of        (相邻汉明距离: 215)
01129. but for            (相邻汉明距离: 700)
01130. but then           (相邻汉明距离: 557)
01131. stand back         (相邻汉明距离: 661)
01132. turnback           (相邻汉明距离: 590)
01133. ring back          (相邻汉明距离: 629)
01134. for background     (相邻汉明距离: 711)
01135. default assumption (相邻汉明距离: 725)
01136. default argument   (相邻汉明距离: 536)
01137. default value      (相邻汉明距离: 487)
01138. constant return    (相邻汉明距离: 637)
01139. revert             (相邻汉明距离: 701)
01140. revocation         (相邻汉明距离: 527)
01141. renounce           (相邻汉明距离: 568)
01142. countenancing      (相邻汉明距离: 640)
01143. retrench           (相邻汉明距离: 676)
01144. retard             (相邻汉明距离: 524)
01145. reticence          (相邻汉明距离: 561)
01146. inhibited          (相邻汉明距离: 652)
01147. insecurity         (相邻汉明距离: 656)
01148. insure             (相邻汉明距离: 641)
01149. insure against     (相邻汉明距离: 372)
01150. defender           (相邻汉明距离: 757)
01151. defensive          (相邻汉明距离: 386)
01152. defensible         (相邻汉明距离: 492)
01153. defenceless        (相邻汉明距离: 586)
01154. dalliance          (相邻汉明距离: 671)
01155. dennis             (相邻汉明距离: 647)
01156. denizen            (相邻汉明距离: 591)
01157. denim              (相邻汉明距离: 599)
01158. cardigan           (相邻汉明距离: 681)
01159. cheongsam          (相邻汉明距离: 692)
01160. corset             (相邻汉明距离: 681)
01161. cosset             (相邻汉明距离: 600)
01162. collier            (相邻汉明距离: 639)
01163. collie             (相邻汉明距离: 533)
01164. decollate          (相邻汉明距离: 670)
01165. declassify         (相邻汉明距离: 656)
01166. deactivated        (相邻汉明距离: 654)
01167. removed from       (相邻汉明距离: 619)
01168. forget about       (相邻汉明距离: 652)
01169. forget to          (相邻汉明距离: 387)
01170. remind of          (相邻汉明距离: 647)
01171. reenforce          (相邻汉明距离: 690)
01172. intensify          (相邻汉明距离: 652)
01173. intensity          (相邻汉明距离: 489)
01174. integrated         (相邻汉明距离: 625)
01175. inturn             (相邻汉明距离: 616)
01176. inland             (相邻汉明距离: 634)
01177. indoor             (相邻汉明距离: 531)
01178. chamber            (相邻汉明距离: 675)
01179. chambermaid        (相邻汉明距离: 539)
01180. chairwoman         (相邻汉明距离: 661)
01181. chairperson        (相邻汉明距离: 544)
01182. councilor          (相邻汉明距离: 671)
01183. counseling         (相邻汉明距离: 685)
01184. conditioning       (相邻汉明距离: 702)
01185. conditional statement (相邻汉明距离: 657)
01186. conditional expression (相邻汉明距离: 375)
01187. conditional on     (相邻汉明距离: 460)
01188. depend on          (相邻汉明距离: 643)
01189. depend upon        (相邻汉明距离: 266)
01190. depend upon... to do something (相邻汉明距离: 365)
01191. have sth to do with (相邻汉明距离: 670)
01192. I'd rather do sth. (相邻汉明距离: 623)
01193. I'd                (相邻汉明距离: 639)
01194. I'd like           (相邻汉明距离: 430)
01195. I'd like...        (相邻汉明距离: 243)
01196. I would like to    (相邻汉明距离: 403)
01197. I see.             (相邻汉明距离: 725)
01198. I see              (相邻汉明距离: 311)
01199. catch sight of     (相邻汉明距离: 602)
01200. catch one's breath (相邻汉明距离: 680)
01201. get sth off one's chest (相邻汉明距离: 684)
01202. relax oneself      (相邻汉明距离: 709)
01203. Help yourselves.   (相邻汉明距离: 698)
01204. Have a nice time!  (相邻汉明距离: 656)
01205. Have a seat.       (相邻汉明距离: 651)
01206. Hold it.           (相邻汉明距离: 702)
01207. Hold on.           (相邻汉明距离: 358)
01208. gonna              (相邻汉明距离: 715)
01209. in vain            (相邻汉明距离: 697)
01210. importune          (相邻汉明距离: 699)
01211. unionize           (相邻汉明距离: 600)
01212. unipolar           (相邻汉明距离: 711)
01213. impartial          (相邻汉明距离: 696)
01214. impromptu          (相邻汉明距离: 669)
01215. improvise          (相邻汉明距离: 507)
01216. rhapsodize         (相邻汉明距离: 730)
01217. rhetoric           (相邻汉明距离: 696)
01218. dialectic          (相邻汉明距离: 674)
01219. dialectics         (相邻汉明距离: 301)
01220. dialect            (相邻汉明距离: 492)
01221. diacritical        (相邻汉明距离: 627)
01222. diacritic          (相邻汉明距离: 214)
01223. diaeresis          (相邻汉明距离: 529)
01224. dewy               (相邻汉明距离: 692)
01225. ewer               (相邻汉明距离: 624)
01226. Hower              (相邻汉明距离: 626)
01227. Herr               (相邻汉明距离: 650)
01228. HRH                (相邻汉明距离: 682)
01229. czarina            (相邻汉明距离: 695)
01230. czarist            (相邻汉明距离: 446)
01231. chauvinist         (相邻汉明距离: 667)
01232. chevalier          (相邻汉明距离: 675)
01233. cuirass            (相邻汉明距离: 669)
01234. cuff links         (相邻汉明距离: 660)
01235. coupler            (相邻汉明距离: 712)
01236. couplets           (相邻汉明距离: 580)
01237. couple with        (相邻汉明距离: 532)
01238. coupled with       (相邻汉明距离: 542)
01239. continued bond     (相邻汉明距离: 692)
01240. bond with          (相邻汉明距离: 526)
01241. convertible bond   (相邻汉明距离: 558)
01242. covenant           (相邻汉明距离: 734)
01243. coven              (相邻汉明距离: 468)
01244. cove               (相邻汉明距离: 525)
01245. cope with          (相邻汉明距离: 672)
01246. cover... with      (相邻汉明距离: 669)
01247. cover for          (相邻汉明距离: 532)
01248. down coat          (相邻汉明距离: 636)
01249. deice              (相邻汉明距离: 728)
01250. icicle             (相邻汉明距离: 565)
01251. icebox             (相邻汉明距离: 588)
01252. igloo              (相邻汉明距离: 619)
01253. hovel              (相邻汉明距离: 663)
01254. humbug             (相邻汉明距离: 705)
01255. hyperbole          (相邻汉明距离: 634)
01256. hypocrisy          (相邻汉明距离: 587)
01257. depravity          (相邻汉明距离: 624)
01258. corruption         (相邻汉明距离: 616)
01259. defraud            (相邻汉明距离: 668)
01260. defalcate          (相邻汉明距离: 663)
01261. deflator           (相邻汉明距离: 599)
01262. deflation policy   (相邻汉明距离: 591)
01263. deflation          (相邻汉明距离: 428)
01264. devaluation        (相邻汉明距离: 623)
01265. revaluation        (相邻汉明距离: 604)
01266. renewal            (相邻汉明距离: 617)
01267. rent-free          (相邻汉明距离: 649)
01268. rented             (相邻汉明距离: 557)
01269. retinue            (相邻汉明距离: 702)
01270. retribution        (相邻汉明距离: 576)
01271. revolt             (相邻汉明距离: 623)
01272. revolutionary      (相邻汉明距离: 515)
01273. revitalize         (相邻汉明距离: 663)
01274. revamp             (相邻汉明距离: 534)
01275. remodel            (相邻汉明距离: 662)
01276. reorganization     (相邻汉明距离: 719)
