=== 语义排序结果体验 ===
算法: sorted_sig_filter_opt_10000.txt
单词总数: 10000
【核心性能与质量指标】
- 排序计算耗时: 768.138 ms
- 平均相邻汉明距离: 559.44 (指标越低，相邻单词的语义过渡越连贯越好)
- 最大相邻汉明距离: 929 (指标越低，说明没有突兀的语义“大跳转”)
- 汉明距离 > 128 突变个数: 9986
--------------------------------------------------

00001. handshake          (起点)
02417. corporeal          (相邻汉明距离: 453)
02418. corpulence         (相邻汉明距离: 545)
02419. corpulent          (相邻汉明距离: 386)
02420. corrupt            (相邻汉明距离: 606)
02421. corruption         (相邻汉明距离: 423)
02422. corrosion          (相邻汉明距离: 576)
02423. corrode            (相邻汉明距离: 394)
02424. corrugate          (相邻汉明距离: 612)
02425. corrugated         (相邻汉明距离: 168)
02426. corroborative      (相邻汉明距离: 626)
02427. corroborate        (相邻汉明距离: 216)
02428. corollary          (相邻汉明距离: 553)
02429. coronet            (相邻汉明距离: 551)
02430. coroner            (相邻汉明距离: 528)
02431. correlator         (相邻汉明距离: 631)
02432. correlate with...  (相邻汉明距离: 542)
02433. relate to          (相邻汉明距离: 502)
02434. relate... to       (相邻汉明距离: 300)
02435. from... to         (相邻汉明距离: 557)
02436. learn ...from ...  (相邻汉明距离: 598)
02437. have lessons       (相邻汉明距离: 679)
02438. lecture on         (相邻汉明距离: 628)
02439. lecture hall       (相邻汉明距离: 514)
02440. luncheon           (相邻汉明距离: 702)
02441. have lunch         (相邻汉明距离: 490)
02442. have a bit to eat  (相邻汉明距离: 652)
02443. half-eaten         (相邻汉明距离: 611)
02444. half-way           (相邻汉明距离: 478)
02445. half-time          (相邻汉明距离: 417)
02446. halftime           (相邻汉明距离: 355)
02447. half an hour       (相邻汉明距离: 567)
02448. half off           (相邻汉明距离: 518)
02449. half-dozen         (相邻汉明距离: 513)
02450. half-word          (相邻汉明距离: 604)
02451. household word     (相邻汉明距离: 600)
02452. in a word          (相邻汉明距离: 605)
02453. in a ... light     (相邻汉明距离: 620)
02454. in this light      (相邻汉明距离: 343)
02455. in the light of    (相邻汉明距离: 372)
02456. light-sensitive    (相邻汉明距离: 643)
02457. hypersensitive     (相邻汉明距离: 646)
02458. hypercritical      (相邻汉明距离: 535)
02459. critically         (相邻汉明距离: 519)
02460. criticise          (相邻汉明距离: 552)
02461. criticize          (相邻汉明距离: 193)
02462. critique           (相邻汉明距离: 422)
02463. criterion          (相邻汉明距离: 542)
02464. judgment           (相邻汉明距离: 616)
02465. judge... by        (相邻汉明距离: 482)
02466. judge              (相邻汉明距离: 492)
02467. judicial           (相邻汉明距离: 567)
02468. justic             (相邻汉明距离: 616)
02469. justly             (相邻汉明距离: 441)
02470. justifiably        (相邻汉明距离: 374)
02471. justified          (相邻汉明距离: 338)
02472. justification      (相邻汉明距离: 349)
02473. reason             (相邻汉明距离: 546)
02474. reasoned           (相邻汉明距离: 433)
02475. rationality        (相邻汉明距离: 521)
02476. rationalist        (相邻汉明距离: 432)
02477. dogmatist          (相邻汉明距离: 654)
02478. doubter            (相邻汉明距离: 654)
02479. doubt              (相邻汉明距离: 315)
02480. doubtfully         (相邻汉明距离: 359)
02481. doubly             (相邻汉明距离: 546)
02482. doubling           (相邻汉明距离: 433)
02483. doublet            (相邻汉明距离: 479)
02484. double-cross       (相邻汉明距离: 487)
02485. double-fault       (相邻汉明距离: 551)
02486. fault signal       (相邻汉明距离: 617)
02487. fault system       (相邻汉明距离: 398)
02488. fault diagnosis    (相邻汉明距离: 492)
02489. diagnostic tool    (相邻汉明距离: 609)
02490. debugging tool     (相邻汉明距离: 450)
02491. debugger           (相邻汉明距离: 478)
02492. on-line debug      (相邻汉明距离: 543)
02493. debug statement    (相邻汉明距离: 487)
02494. diagnostic message (相邻汉明距离: 560)
02495. display case       (相邻汉明距离: 723)
02496. display device     (相邻汉明距离: 463)
02497. display adapter    (相邻汉明距离: 448)
02498. display board      (相邻汉明距离: 591)
02499. display mode       (相邻汉明距离: 517)
02500. display space      (相邻汉明距离: 529)
02501. double space       (相邻汉明距离: 479)
02502. spat               (相邻汉明距离: 550)
02503. spate              (相邻汉明距离: 428)
02504. spar               (相邻汉明距离: 633)
02505. sphere             (相邻汉明距离: 555)
02506. circle             (相邻汉明距离: 504)
02507. radius             (相邻汉明距离: 457)
02508. Ray                (相邻汉明距离: 561)
02509. Ry                 (相邻汉明距离: 522)
02510. Rik                (相邻汉明距离: 529)
02511. Racke              (相邻汉明距离: 584)
02512. Ried               (相邻汉明距离: 608)
02513. Reinhold           (相邻汉明距离: 596)
02514. Albert Einstein    (相邻汉明距离: 675)
02515. Karl Friedrich Gauss (相邻汉明距离: 533)
02516. degausser          (相邻汉明距离: 620)
02517. degauss            (相邻汉明距离: 403)
02518. degressive cost    (相邻汉明距离: 675)
02519. degressive tax     (相邻汉明距离: 444)
02520. graduated tax      (相邻汉明距离: 508)
02521. graded tariff      (相邻汉明距离: 673)
02522. grader             (相邻汉明距离: 644)
02523. grad               (相邻汉明距离: 492)
02524. Grade              (相邻汉明距离: 414)
02525. course             (相邻汉明距离: 554)
02526. exam               (相邻汉明距离: 550)
02527. experiment         (相邻汉明距离: 536)
02528. do experiment on   (相邻汉明距离: 534)
02529. laboratory         (相邻汉明距离: 730)
02530. labyrinth          (相邻汉明距离: 644)
02531. lurch              (相邻汉明距离: 655)
02532. lark               (相邻汉明距离: 597)
02533. louse              (相邻汉明距离: 616)
02534. ladybird           (相邻汉明距离: 628)
02535. lady               (相邻汉明距离: 488)
02536. Ladies             (相邻汉明距离: 423)
02537. ladies' room       (相邻汉明距离: 489)
02538. lavatory           (相邻汉明距离: 656)
02539. laundromat         (相邻汉明距离: 570)
02540. laundry room       (相邻汉明距离: 424)
02541. do the laundry     (相邻汉明距离: 504)
02542. do the washing     (相邻汉明距离: 445)
02543. mean to do         (相邻汉明距离: 699)
02544. What does it mean? (相邻汉明距离: 597)
02545. It's nothing.      (相邻汉明距离: 693)
02546. It's no big deal.  (相邻汉明距离: 455)
02547. It's a snap.       (相邻汉明距离: 609)
02548. snapping           (相邻汉明距离: 502)
02549. snorkel            (相邻汉明距离: 640)
02550. snout              (相邻汉明距离: 609)
02551. nose about         (相邻汉明距离: 633)
02552. nostrum            (相邻汉明距离: 677)
02553. rostrum            (相邻汉明距离: 623)
02554. roasted            (相邻汉明距离: 641)
02555. roaring            (相邻汉明距离: 534)
02556. rodeo              (相邻汉明距离: 561)
02557. ROU                (相邻汉明距离: 535)
02558. rail               (相邻汉明距离: 601)
02559. Amtrak             (相邻汉明距离: 551)
02560. Air China          (相邻汉明距离: 712)
02561. Peking University  (相邻汉明距离: 682)
02562. Pekin              (相邻汉明距离: 597)
02563. Hongkong           (相邻汉明距离: 489)
02564. Shenzhen           (相邻汉明距离: 364)
02565. Qingdao            (相邻汉明距离: 437)
02566. Stockholm          (相邻汉明距离: 511)
02567. Helsinki           (相邻汉明距离: 403)
02568. Sapporo            (相邻汉明距离: 527)
02569. Kyoto              (相邻汉明距离: 435)
02570. Seoul              (相邻汉明距离: 504)
02571. Teheran            (相邻汉明距离: 515)
02572. Istanbul           (相邻汉明距离: 467)
02573. Jerusalem          (相邻汉明距离: 500)
02574. Israeli            (相邻汉明距离: 582)
02575. Israel             (相邻汉明距离: 188)
02576. Iran               (相邻汉明距离: 541)
02577. Iraq               (相邻汉明距离: 347)
02578. Saudi              (相邻汉明距离: 443)
02579. Saudi Arabian      (相邻汉明距离: 356)
02580. Oman               (相邻汉明距离: 424)
02581. Norway             (相邻汉明距离: 554)
02582. Finland            (相邻汉明距离: 446)
02583. Finnish            (相邻汉明距离: 449)
02584. finch              (相邻汉明距离: 652)
02585. goldfish           (相邻汉明距离: 637)
02586. tilapia            (相邻汉明距离: 517)
02587. fisher             (相邻汉明距离: 675)
02588. fishery            (相邻汉明距离: 417)
02589. fish for           (相邻汉明距离: 431)
02590. fish out           (相邻汉明距离: 376)
02591. dish out           (相邻汉明距离: 659)
02592. dish up            (相邻汉明距离: 505)
02593. cook up            (相邻汉明距离: 578)
02594. heat up            (相邻汉明距离: 629)
02595. heating            (相邻汉明距离: 478)
02596. heater             (相邻汉明距离: 439)
02597. cooler             (相邻汉明距离: 615)
02598. cool down          (相邻汉明距离: 464)
02599. cool off           (相邻汉明距离: 377)
02600. coolly             (相邻汉明距离: 438)
02601. coolness           (相邻汉明距离: 481)
02602. coolest            (相邻汉明距离: 474)
02603. concoct            (相邻汉明距离: 669)
02604. concoction         (相邻汉明距离: 302)
02605. contrivance        (相邻汉明距离: 567)
02606. contrived          (相邻汉明距离: 396)
02607. contortion         (相邻汉明距离: 640)
02608. contagion          (相邻汉明距离: 596)
02609. contamination      (相邻汉明距离: 518)
02610. contaminate        (相邻汉明距离: 382)
02611. pollute            (相邻汉明距离: 539)
02612. litter             (相邻汉明距离: 669)
02613. litterbug          (相邻汉明距离: 419)
02614. litter bin         (相邻汉明距离: 547)
02615. litter-basket      (相邻汉明距离: 512)
02616. ladle              (相邻汉明距离: 667)
02617. ladder             (相邻汉明距离: 559)
02618. laggard            (相邻汉明距离: 668)
02619. laden with         (相邻汉明距离: 560)
02620. lade               (相邻汉明距离: 455)
02621. lode               (相邻汉明距离: 495)
02622. lodge              (相邻汉明距离: 506)
02623. lodging            (相邻汉明距离: 473)
02624. lodger             (相邻汉明距离: 560)
02625. landlord           (相邻汉明距离: 541)
02626. Londoner           (相邻汉明距离: 696)
02627. New Yorker         (相邻汉明距离: 620)
02628. Mark Twain         (相邻汉明距离: 671)
02629. dickens            (相邻汉明距离: 590)
02630. dick               (相邻汉明距离: 548)
02631. dandified          (相邻汉明距离: 640)
02632. dandy              (相邻汉明距离: 471)
02633. dainty             (相邻汉明距离: 491)
02634. dainty about       (相邻汉明距离: 223)
02635. dotted about       (相邻汉明距离: 618)
02636. dappled            (相邻汉明距离: 586)
02637. dapper             (相邻汉明距离: 532)
02638. digger             (相邻汉明距离: 632)
02639. dig out            (相邻汉明距离: 484)
02640. dig in             (相邻汉明距离: 468)
02641. dig into           (相邻汉明距离: 350)
02642. digression         (相邻汉明距离: 615)
02643. divergent          (相邻汉明距离: 629)
02644. diversion          (相邻汉明距离: 494)
02645. diversify          (相邻汉明距离: 517)
02646. diversified        (相邻汉明距离: 288)
02647. diverse            (相邻汉明距离: 354)
02648. diver              (相邻汉明距离: 578)
02649. skydiving          (相邻汉明距离: 586)
02650. jump down          (相邻汉明距离: 671)
02651. jump at            (相邻汉明距离: 409)
02652. jump out at        (相邻汉明距离: 390)
02653. jump out of one's skin (相邻汉明距离: 468)
02654. escape someone's notice (相邻汉明距离: 651)
02655. evasion            (相邻汉明距离: 602)
02656. evade              (相邻汉明距离: 358)
02657. evacuate           (相邻汉明距离: 481)
02658. eviction           (相邻汉明距离: 526)
02659. evaporation        (相邻汉明距离: 562)
02660. desalination       (相邻汉明距离: 642)
02661. desalinate         (相邻汉明距离: 301)
02662. desalinize         (相邻汉明距离: 291)
02663. desiccate          (相邻汉明距离: 613)
02664. desiccant          (相邻汉明距离: 486)
02665. desertification    (相邻汉明距离: 644)
02666. deserted           (相邻汉明距离: 569)
02667. derelict           (相邻汉明距离: 607)
02668. relics             (相邻汉明距离: 621)
02669. relish             (相邻汉明距离: 647)
02670. delicious          (相邻汉明距离: 642)
02671. delicatessen       (相邻汉明距离: 498)
02672. deliquesce         (相邻汉明距离: 587)
02673. deliquescent       (相邻汉明距离: 210)
02674. decadent           (相邻汉明距离: 579)
02675. decadence          (相邻汉明距离: 251)
02676. decad              (相邻汉明距离: 404)
02677. decayed            (相邻汉明距离: 460)
02678. deadened           (相邻汉明距离: 522)
02679. deafen             (相邻汉明距离: 525)
02680. deafness           (相邻汉明距离: 424)
02681. deaf-and-dumb      (相邻汉明距离: 512)
02682. dumbfound          (相邻汉明距离: 605)
02683. dumb               (相邻汉明距离: 431)
02684. dumpy              (相邻汉明距离: 583)
02685. dingy              (相邻汉明距离: 571)
02686. dinghy             (相邻汉明距离: 568)
02687. dyke               (相邻汉明距离: 635)
02688. dye                (相邻汉明距离: 566)
02689. indigo             (相邻汉明距离: 620)
02690. indocile           (相邻汉明距离: 592)
02691. incommode          (相邻汉明距离: 695)
02692. incommunicative    (相邻汉明距离: 511)
02693. incomprehensibility (相邻汉明距离: 594)
02694. incomparable       (相邻汉明距离: 490)
02695. incompatibility    (相邻汉明距离: 476)
02696. compatibility      (相邻汉明距离: 447)
02697. PC-compatible      (相邻汉明距离: 632)
02698. PC                 (相邻汉明距离: 500)
02699. P.C.               (相邻汉明距离: 502)
02700. P.S.               (相邻汉明距离: 584)
02701. pall               (相邻汉明距离: 599)
02702. pillar             (相邻汉明距离: 543)
02703. pizza              (相邻汉明距离: 574)
02704. croissant          (相邻汉明距离: 621)
02705. coruscate          (相邻汉明距离: 675)
02706. corsage            (相邻汉明距离: 627)
02707. corset             (相邻汉明距离: 505)
02708. cheongsam          (相邻汉明距离: 681)
02709. chiffon            (相邻汉明距离: 642)
02710. lilac              (相邻汉明距离: 654)
02711. cerulean           (相邻汉明距离: 656)
02712. dark-blue          (相邻汉明距离: 599)
02713. dark brown         (相邻汉明距离: 442)
02714. light brown        (相邻汉明距离: 441)
02715. grayish            (相邻汉明距离: 606)
02716. gray haired        (相邻汉明距离: 478)
02717. dark-haired        (相邻汉明距离: 575)
02718. long hair          (相邻汉明距离: 596)
02719. hairdo             (相邻汉明距离: 570)
02720. haircare           (相邻汉明距离: 531)
02721. hair salon         (相邻汉明距离: 511)
02722. hairdressing       (相邻汉明距离: 475)
02723. hairdresser        (相邻汉明距离: 327)
02724. hairstylist        (相邻汉明距离: 339)
02725. hairstyle          (相邻汉明距离: 418)
02726. hair style         (相邻汉明距离: 391)
02727. hair clip          (相邻汉明距离: 470)
02728. hang on a hair     (相邻汉明距离: 604)
02729. frizz              (相邻汉明距离: 692)
02730. frizzle            (相邻汉明距离: 370)
02731. frisk              (相邻汉明距离: 510)
02732. frisky             (相邻汉明距离: 448)
02733. sprightly          (相邻汉明距离: 560)
02734. frolicsome         (相邻汉明距离: 628)
02735. efflorescent       (相邻汉明距离: 623)
02736. effluvium          (相邻汉明距离: 577)
02737. effluvia           (相邻汉明距离: 399)
02738. effluent           (相邻汉明距离: 516)
02739. effectuate         (相邻汉明距离: 648)
02740. effectual          (相邻汉明距离: 501)
02741. efficacious        (相邻汉明距离: 446)
02742. efface             (相邻汉明距离: 576)
02743. ineffaceable       (相邻汉明距离: 469)
02744. inescapable        (相邻汉明距离: 512)
02745. incapability       (相邻汉明距离: 465)
02746. inability to       (相邻汉明距离: 460)
02747. couldn't           (相邻汉明距离: 521)
02748. can't=can not      (相邻汉明距离: 530)
02749. could as well      (相邻汉明距离: 702)
02750. had better do      (相邻汉明距离: 680)
02751. I'd rather do sth. (相邻汉明距离: 539)
02752. had rather... than (相邻汉明距离: 617)
02753. not only ... but also (相邻汉明距离: 737)
02754. either...or        (相邻汉明距离: 623)
02755. etc.               (相邻汉明距离: 657)
02756. etceteras          (相邻汉明距离: 534)
02757. et al              (相邻汉明距离: 635)
02758. elati              (相邻汉明距离: 660)
02759. elation            (相邻汉明距离: 549)
02760. elusory            (相邻汉明距离: 550)
02761. illusive           (相邻汉明距离: 530)
02762. elusive            (相邻汉明距离: 546)
02763. ephemeral          (相邻汉明距离: 628)
02764. ethereal           (相邻汉明距离: 621)
02765. empyrean           (相邻汉明距离: 618)
02766. empire             (相邻汉明距离: 546)
02767. empirically        (相邻汉明距离: 534)
02768. empiricism         (相邻汉明距离: 443)
02769. imprecision        (相邻汉明距离: 705)
02770. imperfection       (相邻汉明距离: 518)
02771. perfection         (相邻汉明距离: 458)
02772. excellence         (相邻汉明距离: 613)
02773. excellent          (相邻汉明距离: 417)
02774. exceptionally      (相邻汉明距离: 454)
02775. exceedingly        (相邻汉明距离: 504)
02776. exceeding          (相邻汉明距离: 262)
02777. overexcited        (相邻汉明距离: 522)
02778. excited            (相邻汉明距离: 432)
02779. exciting           (相邻汉明距离: 321)
02780. excitement         (相邻汉明距离: 418)
02781. excitation         (相邻汉明距离: 457)
02782. excursion          (相邻汉明距离: 611)
02783. excurse            (相邻汉明距离: 474)
02784. extraneous         (相邻汉明距离: 650)
02785. extravagant        (相邻汉明距离: 555)
02786. exotic             (相邻汉明距离: 524)
02787. exquisite          (相邻汉明距离: 537)
02788. superb             (相邻汉明距离: 526)
02789. incredible         (相邻汉明距离: 588)
02790. incredibly         (相邻汉明距离: 330)
02791. unbelievably       (相邻汉明距离: 510)
02792. indubitable        (相邻汉明距离: 602)
02793. indisputable       (相邻汉明距离: 392)
02794. indeterminable     (相邻汉明距离: 529)
02795. indeterminate      (相邻汉明距离: 256)
02796. indomitable        (相邻汉明距离: 583)
02797. endurance          (相邻汉明距离: 605)
02798. endure to the end  (相邻汉明距离: 475)
02799. endlessly          (相邻汉明距离: 543)
02800. infinitely         (相邻汉明距离: 541)
02801. infinitude         (相邻汉明距离: 383)
02802. infinity           (相邻汉明距离: 508)
02803. exist              (相邻汉明距离: 571)
02804. consider           (相邻汉明距离: 531)
02805. considering        (相邻汉明距离: 403)
02806. considered         (相邻汉明距离: 358)
02807. considerable       (相邻汉明距离: 533)
02808. inconsiderable     (相邻汉明距离: 503)
02809. considerateness's  (相邻汉明距离: 595)
02810. contemplate        (相邻汉明距离: 584)
02811. countenancing      (相邻汉明距离: 608)
02812. contender          (相邻汉明距离: 686)
02813. contend            (相邻汉明距离: 395)
02814. contention         (相邻汉明距离: 461)
02815. contentious        (相邻汉明距离: 415)
02816. controversy        (相邻汉明距离: 475)
02817. controversially    (相邻汉明距离: 346)
02818. controvert         (相邻汉明距离: 521)
02819. converse           (相邻汉明距离: 561)
02820. conversely         (相邻汉明距离: 488)
02821. inversely          (相邻汉明距离: 520)
02822. revised            (相邻汉明距离: 711)
02823. revert             (相邻汉明距离: 518)
02824. revocation         (相邻汉明距离: 527)
02825. rescission         (相邻汉明距离: 573)
02826. renounce           (相邻汉明距离: 615)
02827. given up           (相邻汉明距离: 585)
02828. leased             (相邻汉明距离: 600)
02829. leased assets      (相邻汉明距离: 556)
02830. invisible assets   (相邻汉明距离: 655)
02831. immediate assets   (相邻汉明距离: 617)
02832. immediate          (相邻汉明距离: 534)
02833. imminent           (相邻汉明距离: 417)
02834. imminence          (相邻汉明距离: 373)
02835. impending          (相邻汉明距离: 515)
02836. impeding           (相邻汉明距离: 573)
02837. impedimenta        (相邻汉明距离: 454)
02838. impeach            (相邻汉明距离: 544)
02839. impale             (相邻汉明距离: 638)
02840. impalpable         (相邻汉明距离: 601)
02841. impulse            (相邻汉明距离: 602)
02842. impetuosity        (相邻汉明距离: 547)
02843. instinctively      (相邻汉明距离: 642)
02844. instinct for       (相邻汉明距离: 337)
02845. instinct           (相邻汉明距离: 204)
02846. insight            (相邻汉明距离: 615)
02847. insight into       (相邻汉明距离: 297)
02848. insightful         (相邻汉明距离: 459)
02849. introspective      (相邻汉明距离: 589)
02850. pensive            (相邻汉明距离: 584)
02851. sluggish           (相邻汉明距离: 656)
02852. slothful           (相邻汉明距离: 478)
02853. slovenly           (相邻汉明距离: 478)
02854. slippery           (相邻汉明距离: 596)
02855. slipup             (相邻汉明距离: 421)
02856. slip-up            (相邻汉明距离: 298)
02857. slipped            (相邻汉明距离: 394)
02858. journal slip       (相邻汉明距离: 571)
02859. skid               (相邻汉明距离: 694)
02860. roller-skate       (相邻汉明距离: 558)
02861. rollerskating      (相邻汉明距离: 341)
02862. ice-skating        (相邻汉明距离: 515)
02863. go skating         (相邻汉明距离: 474)
02864. hang-glide         (相邻汉明距离: 735)
02865. glider             (相邻汉明距离: 534)
02866. gloria             (相邻汉明距离: 619)
02867. Gloria Marcato     (相邻汉明距离: 526)
02868. Marta              (相邻汉明距离: 647)
02869. Maras              (相邻汉明距离: 650)
02870. Marseilles         (相邻汉明距离: 549)
02871. Parisian           (相邻汉明距离: 524)
02872. Paris              (相邻汉明距离: 399)
02873. Ouagadougou        (相邻汉明距离: 551)
02874. Geneva             (相邻汉明距离: 584)
02875. Milan              (相邻汉明距离: 516)
02876. Florence           (相邻汉明距离: 473)
02877. Pisa               (相邻汉明距离: 534)
02878. Plymouth           (相邻汉明距离: 613)
02879. Portu              (相邻汉明距离: 603)
02880. Portugal           (相邻汉明距离: 484)
02881. Portuguese         (相邻汉明距离: 406)
02882. Polish             (相邻汉明距离: 675)
02883. Polaris            (相邻汉明距离: 601)
02884. POL                (相邻汉明距离: 564)
02885. pivot              (相邻汉明距离: 551)
02886. partition          (相邻汉明距离: 533)
02887. divider            (相邻汉明距离: 493)
02888. divisional         (相邻汉明距离: 551)
02889. dividend           (相邻汉明距离: 555)
02890. ex-dividend        (相邻汉明距离: 517)
02891. ex dividend date   (相邻汉明距离: 367)
02892. date from          (相邻汉明距离: 703)
02893. date               (相邻汉明距离: 461)
02894. date format        (相邻汉明距离: 498)
02895. format             (相邻汉明距离: 618)
02896. find formatting    (相邻汉明距离: 529)
02897. change formatting  (相邻汉明距离: 362)
02898. formatting command (相邻汉明距离: 544)
02899. external command   (相邻汉明距离: 623)
02900. in command         (相邻汉明距离: 586)
02901. improper command   (相邻汉明距离: 549)
02902. improper           (相邻汉明距离: 504)
02903. impropriate        (相邻汉明距离: 405)
02904. propriety          (相邻汉明距离: 498)
02905. proviso            (相邻汉明距离: 648)
02906. prove              (相邻汉明距离: 566)
02907. claim              (相邻汉明距离: 545)
02908. hibit              (相邻汉明距离: 566)
02909. hid                (相邻汉明距离: 455)
02910. HY                 (相邻汉明距离: 475)
02911. Andy               (相邻汉明距离: 593)
02912. Adrian             (相邻汉明距离: 559)
02913. Adol               (相邻汉明距离: 550)
02914. Apolo              (相邻汉明距离: 577)
02915. Apollo             (相邻汉明距离: 544)
02916. Phoebus            (相邻汉明距离: 540)
02917. Ptolemy            (相邻汉明距离: 598)
02918. Pompey             (相邻汉明距离: 597)
02919. Julius Caesar      (相邻汉明距离: 614)
02920. Lucretius          (相邻汉明距离: 506)
02921. Luke               (相邻汉明距离: 637)
02922. Leo                (相邻汉明距离: 485)
02923. Leandro            (相邻汉明距离: 546)
02924. Leonardo           (相邻汉明距离: 477)
02925. Leonardo da Vinci  (相邻汉明距离: 338)
02926. Pablo Picasso      (相邻汉明距离: 538)
02927. Picasso            (相邻汉明距离: 203)
02928. Salvador Dali      (相邻汉明距离: 469)
02929. Mona Lisa          (相邻汉明距离: 671)
02930. maria              (相邻汉明距离: 666)
02931. Marie              (相邻汉明距离: 408)
02932. Her name is Mary.  (相邻汉明距离: 558)
02933. His name is Jack.  (相邻汉明距离: 634)
02934. This is Jack.      (相邻汉明距离: 376)
02935. jake               (相邻汉明距离: 576)
02936. Ike                (相邻汉明距离: 574)
02937. Saka               (相邻汉明距离: 593)
02938. haka               (相邻汉明距离: 600)
02939. hawk               (相邻汉明距离: 579)
02940. howl               (相邻汉明距离: 550)
02941. howling            (相邻汉明距离: 304)
02942. howler             (相邻汉明距离: 497)
02943. Hower              (相邻汉明距离: 561)
02944. Harris             (相邻汉明距离: 616)
02945. harridan           (相邻汉明距离: 548)
02946. Hartman            (相邻汉明距离: 608)
02947. Lawrence           (相邻汉明距离: 596)
02948. Lawson             (相邻汉明距离: 455)
02949. Fison              (相邻汉明距离: 621)
02950. fain               (相邻汉明距离: 620)
02951. fainthearted       (相邻汉明距离: 462)
02952. fawn               (相邻汉明距离: 659)
02953. fledged            (相邻汉明距离: 656)
02954. fledgling          (相邻汉明距离: 325)
02955. flew               (相邻汉明距离: 551)
02956. flew out           (相邻汉明距离: 351)
02957. fly away           (相邻汉明距离: 496)
02958. flying             (相邻汉明距离: 492)
02959. fly a kite         (相邻汉明距离: 550)
02960. fly kites          (相邻汉明距离: 352)
02961. kite-flyer         (相邻汉明距离: 457)
02962. kit                (相邻汉明距离: 690)
02963. Kim                (相邻汉明距离: 564)
02964. Korean             (相邻汉明距离: 535)
02965. Korea              (相邻汉明距离: 346)
02966. Asia               (相邻汉明距离: 479)
02967. Asiatic            (相邻汉明距离: 460)
02968. non-Asian          (相邻汉明距离: 512)
02969. Asian business     (相邻汉明距离: 620)
02970. businesslike       (相邻汉明距离: 725)
02971. have no business to (相邻汉明距离: 595)
02972. get down to business (相邻汉明距离: 562)
02973. downwards          (相邻汉明距离: 650)
02974. downward           (相邻汉明距离: 221)
02975. down arrow         (相邻汉明距离: 487)
02976. left arrow         (相邻汉明距离: 575)
02977. forward direction  (相邻汉明距离: 666)
02978. direction key      (相邻汉明距离: 534)
02979. give directions    (相邻汉明距离: 610)
02980. instruction        (相邻汉明距离: 636)
02981. incoming           (相邻汉明距离: 592)
02982. input              (相邻汉明距离: 480)
02983. input-output       (相邻汉明距离: 447)
02984. input file         (相邻汉明距离: 602)
02985. include file       (相邻汉明距离: 496)
02986. entire file        (相邻汉明距离: 585)
02987. entire             (相邻汉明距离: 519)
02988. entirely           (相邻汉明距离: 292)
02989. completely         (相邻汉明距离: 492)
02990. completeness       (相邻汉明距离: 532)
02991. comprehensiveness  (相邻汉明距离: 472)
02992. conciseness        (相邻汉明距离: 624)
02993. concise            (相邻汉明距离: 398)
02994. concentrate        (相邻汉明距离: 540)
02995. concentrated       (相邻汉明距离: 290)
02996. concentration      (相邻汉明距离: 347)
02997. concentric         (相邻汉明距离: 534)
02998. eccentric          (相邻汉明距离: 512)
02999. eccentricity       (相邻汉明距离: 385)
03000. centrifugal        (相邻汉明距离: 654)
03001. centripetal        (相邻汉明距离: 377)
03002. gravitational      (相邻汉明距离: 679)
03003. gravitation        (相邻汉明距离: 421)
03004. pendulum           (相邻汉明距离: 688)
03005. see-saw            (相邻汉明距离: 613)
03006. See                (相邻汉明距离: 646)
03007. view               (相邻汉明距离: 479)
03008. ver                (相邻汉明距离: 512)
03009. never              (相邻汉明距离: 461)
03010. else               (相邻汉明距离: 565)
03011. if                 (相邻汉明距离: 540)
03012. I m                (相邻汉明距离: 631)
03013. I'm...             (相邻汉明距离: 524)
03014. My name is...      (相邻汉明距离: 580)
03015. My name's...       (相邻汉明距离: 232)
03016. May I bring you... ? (相邻汉明距离: 722)
03017. May I... ?         (相邻汉明距离: 508)
03018. May...             (相邻汉明距离: 603)
03019. May Day            (相邻汉明距离: 482)
03020. mayday             (相邻汉明距离: 552)
03021. may v.             (相邻汉明距离: 625)
03022. may as well        (相邻汉明距离: 618)
03023. may just as well   (相邻汉明距离: 398)
03024. make better use of (相邻汉明距离: 703)
03025. make use of        (相邻汉明距离: 554)
03026. in use             (相邻汉明距离: 514)
03027. it is no use doing... (相邻汉明距离: 598)
03028. misuse             (相邻汉明距离: 670)
03029. abuse              (相邻汉明距离: 611)
03030. do harm (to)       (相邻汉明距离: 775)
03031. harm               (相邻汉明距离: 429)
03032. harmful            (相邻汉明距离: 300)
03033. hazard             (相邻汉明距离: 548)
03034. hance              (相邻汉明距离: 567)
03035. henry              (相邻汉明距离: 554)
03036. henchman           (相邻汉明距离: 545)
03037. headman            (相邻汉明距离: 614)
03038. chairman           (相邻汉明距离: 586)
03039. chairperson        (相邻汉明距离: 466)
03040. chairwoman         (相邻汉明距离: 544)
03041. czarina            (相邻汉明距离: 658)
03042. czarist            (相邻汉明距离: 446)
03043. Prussia            (相邻汉明距离: 641)
03044. Prussian           (相邻汉明距离: 340)
03045. Schliemann         (相邻汉明距离: 654)
03046. Homer              (相邻汉明距离: 622)
03047. Hercules           (相邻汉明距离: 568)
03048. Hades              (相邻汉明距离: 559)
03049. Jove               (相邻汉明距离: 607)
03050. Jupiter            (相邻汉明距离: 471)
03051. Saturn             (相邻汉明距离: 424)
03052. Satellit           (相邻汉明距离: 533)
03053. constellation      (相邻汉明距离: 668)
03054. consensus          (相邻汉明距离: 639)
03055. by common consent  (相邻汉明距离: 566)
